,job_id,job_title,company,state,district,location_desc,category,role,min_salary,max_salary,type_salary,date
8696,74254146,Admin cum Training Coordinator,United Universal Consulting Sdn. Bhd.,10,1007,petaling,01,training-coordinator,3000.0,3500.0,monthly,2024-03-06
8701,74316605,Senior Business Analyst (IT Division),Planet Telecoms Managed Services Sdn. Bhd.,10,1005,kuala langat,17,information-technology-business-analyst,6000.0,7000.0,monthly,2024-03-08
8703,74265437,People Services & Solution Specialist,Electrolux Home Appliances Sdn Bhd.,10,1007,petaling,16,solutions-specialist,5000.0,7000.0,monthly,2024-03-07
8705,74263739,"Specialist, Fraud Risk Operations (Rotational Shift)",Centauri Services And Technology Sdn. Bhd.,14,,kuala lumpur,03,specialist,4200.0,5880.0,monthly,2024-03-07
8707,74227431,Admin  Executive / è¡æ¿ä¸å,Aro Spring Sdn.. Bhd.,10,1007,petaling,01,administrative-executive,3000.0,3500.0,monthly,2024-03-05
8709,74244846,ADMIN ASSISTANCE,Everise Shipping Service (M) Snd Bhd.,01,,johor bahru district,01,administration,2200.0,3000.0,monthly,2024-03-06
8710,74234889,Admin cum HR Assistant,Sti Fire Safety Sdn. Bhd.,01,,johor bahru district,01,Human-Resources-and-Administration-Assistant,2000.0,3000.0,monthly,2024-03-06
8711,74236845,MSPO Auditor,Care Certification International (M) Sdn. Bhd.,,,others,11,auditor,4000.0,6000.0,monthly,2024-03-06
8713,74259489,Digital Media Planner (Tender Projects),Adtech Innovation Sdn. Bhd.,14,,kuala lumpur,02,digital-media-planner,5000.0,7000.0,monthly,2024-03-07
8714,74363208,Account Executive,Adelphi Coffee Sdn. Bhd.,12,1207,kota kinabalu district,00,account-executive,2500.0,3500.0,monthly,2024-03-11
8715,74210837,Demand & Supply Planning Executive,Kao (Malaysia) Sdn. Bhd.,10,,selangor,20,Supply-Planning-Executive,3147.0,4500.0,monthly,2024-03-05
8716,74209990,Admin Assistant,China Communications Construction (Ecrl) Sdn. Bhd.,,,jalan ipoh,01,administration-officer,2800.0,3000.0,monthly,2024-03-05
8718,74254359,Project engineer,Dav Engineering Sdn. Bhd.,10,10,shah alam/subang,11,project-engineer,2800.0,4000.0,monthly,2024-03-06
8720,74235577,IT Front Officer,The One Academy Of Communication Design,10,1007,petaling,17,officer,2300.0,3300.0,monthly,2024-03-06
8722,74233361,Admin,Kbit Resources Sdn. Bhd.,10,1007,petaling,01,administration,1500.0,2000.0,monthly,2024-03-05
8723,74238839,IT Support Executive,K.T.I. Sdn. Bhd.,12,1207,kota kinabalu district,17,Information-Technology-Support-Executive,3000.0,4000.0,monthly,2024-03-06
8726,74260529,Deputy Admin Manager,China Communications Construction Company (M) Sdn Bhd  Ä¸­Å½Äº¤ÉÅ»ºè®¾(É©¬Æ¥È¥¿Äº)ÆÉÅ¬Å¸,10,10,bukit damansara,01,administration-manager,6500.0,7000.0,monthly,2024-03-07
8727,74258270,"Process Engineer (Based in Kulai, Johor)",Foxconn Technology Malaysia Sdn. Bhd.,01,,johor,11,process-engineer,2800.0,3600.0,monthly,2024-03-07
8728,74258660,Civil Engineer,Gt-Max Engineering Sdn Bhd.,10,10,shah alam/subang,11,civil-engineer,3000.0,4500.0,monthly,2024-03-07
8730,74260448,Proposal Engineer,Kejuruteraan Qks Sdn. Bhd.,10,1007,petaling,11,proposals-engineer,4000.0,6000.0,monthly,2024-03-07
8731,74261501,High Paying Assistant General Manager up to RM20K per month (Healthcare),Clearsk Healthcare Pte Ltd (Singapore),14,14,kuala lumpur city centre,04,assistant-general-manager,15000.0,20000.0,monthly,2024-03-07
8732,74310496,Project Secretary (Oil & Gas),Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,02,0206,kulim district,01,project-secretary,3500.0,5000.0,monthly,2024-03-08
8733,74261493,Draftsman / BIM Coordinator,Slg Construction Sdn. Bhd.,14,,kuala lumpur,11,bim-coordinator,4500.0,6500.0,monthly,2024-03-07
8735,74294694,Accounting Manager,Wheelcorp Ev Sdn. Bhd.,10,1007,petaling,00,accounting-manager,6000.0,9000.0,monthly,2024-03-07
8737,74309834,Sales Executive,Utoc Packaging (M) Sdn. Bhd.,14,,kuala lumpur,25,sales-executive,3500.0,5000.0,monthly,2024-03-08
8738,74313264,Purchasing Assistant Manager - Food Manufacturing,Agensi Pekerjaan Randstad Sdn Bhd - Professional,01,,johor,20,purchasing-manager,27036.0,33795.0,monthly,2024-03-08
8741,74238211,ADMIN EXECUTIVE,Ns Distribution (M) Sdn. Bhd.,10,1007,petaling,01,administrative-executive,2500.0,3750.0,monthly,2024-03-06
8745,74252390,Procurement Manager/ Assistant Manager,Pico International (M) Sdn. Bhd.,14,,kuala lumpur,07,procurement-manager,6000.0,9000.0,monthly,2024-03-06
8746,74228409,"Corporate Sales Executive (IT Training - Cybersecurity, Microsoft Office )",Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,10,1007,petaling,25,corporate-sales-executive,4000.0,6000.0,monthly,2024-03-05
8747,74193640,Application Engineer,Genetec Technology Berhad,10,1002,hulu langat,11,applications-engineer,3400.0,4800.0,monthly,2024-03-04
8748,74388009,Receptionist cum PA,Mjk Group Sdn. Bhd.,01,,johor bahru district,01,receptionist,2000.0,2800.0,monthly,2024-03-12
8750,74317979,Chief Operating Officer (COO) - Investor Relations Company,Elitez Pte Ltd,14,14,mont kiara,04,chief-operating-officer,15000.0,20000.0,monthly,2024-03-08
8752,74227761,Admin Executive,Mega Partners Management Sdn. Bhd.,14,,kuala lumpur,01,administrative-executive,3000.0,3500.0,monthly,2024-03-05
8753,74201746,HR EXECUTIVE (Training and Recruitment),Yihai Malaysia Food Sdn. Bhd.,01,,johor bahru district,16,training-executive,4000.0,4500.0,monthly,2024-03-05
8754,74260582,Purchasing Executive éè´­é¨æ§è¡å,Techcential Sdn. Bhd.,01,0107,muar district,20,purchasing-executive,3000.0,4000.0,monthly,2024-03-07
8756,74220700,Product Manager,Up Devlabs Sdn. Bhd.,14,,kuala lumpur,17,product-manager,6000.0,8000.0,monthly,2024-03-05
8758,74250508,Project Engineer (Development Planning),Excel Glamour Housing Sdn. Bhd.,10,1007,petaling,07,development-engineer,3800.0,4000.0,monthly,2024-03-06
8759,74424305,AUDIT SENIOR / AUDIT ASSOCIATES,Light Corporate Services Sdn. Bhd.,12,1207,kota kinabalu district,00,audit-associate,1800.0,2500.0,monthly,2024-03-13
8762,74290495,Mobile Developer (Flutter),Upgrowth Hr Sdn. Bhd.,14,,kuala lumpur,17,mobile-developer,4000.0,5500.0,monthly,2024-03-07
8763,74249246,HR & Admin Executive,Pembinaan Lmg Sdn. Bhd.,06,0602,seberang perai,16,Human-Resources-and-Administration-Executive,3000.0,4500.0,monthly,2024-03-06
8764,74220547,ADMIN ASSITANT,My Vet Care Sdn. Bhd.,10,10,kajang/bangi/serdang,01,administration,1500.0,2000.0,monthly,2024-03-05
8770,74260302,HR MANAGER/HR EXECUTIVE,Tno Project Management Sdn. Bhd.,,,jalan ipoh,16,human-resource-executive,3300.0,4950.0,monthly,2024-03-07
8771,74258676,Account Assistant è´¢å¡å©ç,Topasia Logistics Sdn. Bhd.,10,10,klang district,00,account-assistant,2200.0,3000.0,monthly,2024-03-07
8775,74248170,Key Account Executive,Agensi Pekerjaan The Supreme Hr Advisory Sdn. Bhd.,14,,kuala lumpur,25,Key-Account-Executive,3000.0,4000.0,monthly,2024-03-06
8776,74316360,PIPING DESIGNER,Mie Industrial Sdn. Bhd.,10,1007,petaling,11,piping-designer,5000.0,7500.0,monthly,2024-03-08
8777,74248033,Executive Customer Success (ID:602193),Agensi Pekerjaan Persolkelly Malaysia Sdn. Bhd.,14,,kuala lumpur,01,Customer-Success-Executive,2600.0,3500.0,monthly,2024-03-06
8778,74276474,System Engineer,Conversant Solutions Pte Ltd,14,,kuala lumpur,17,systems-engineer,4500.0,5000.0,monthly,2024-03-07
8779,74244704,Sales Coordinator & Logistics Executive,Toa Electronics (M) Sdn. Bhd.,10,1007,petaling,25,logistics-coordinator,3000.0,4500.0,monthly,2024-03-06
8782,74239530,Admin Clerk,United Panel-System(M) Sdn. Bhd.,01,,johor,01,administration-clerk,1500.0,2100.0,monthly,2024-03-06
8784,74269753,Procure to Pay (PTP) Analyst (Invoice Processing) ID: 601507,Agensi Pekerjaan Persolkelly Malaysia Sdn. Bhd.,10,1007,petaling,00,purchase-to-pay-analyst,4300.0,5500.0,monthly,2024-03-07
8785,74285745,Programmer,Primary Priority Technology (M) Sdn. Bhd.,10,1007,petaling,17,programmer,5000.0,7500.0,monthly,2024-03-07
8787,74226805,INTERN - BUSINESS DEVELOPMENT,Informa Markets Malaysia Sdn. Bhd.,14,,kuala lumpur,17,business-development,,1000.0,monthly,2024-03-05
8788,74241213,HR Executive,Coolblog Dessert Sdn. Bhd.,01,,johor bahru district,16,human-resource-executive,2800.0,4000.0,monthly,2024-03-06
8789,74191549,Finance Executive,Ideal Workz Sdn. Bhd.,14,,kuala lumpur,00,finance-executive,4000.0,6000.0,monthly,2024-03-04
8791,74325429,Finance Manager - Location out of Malaysia,Stafflink Services Pte Ltd,01,,johor bahru district,00,finance-manager,16000.0,20000.0,monthly,2024-03-08
8796,73954657,HR Generalist,Hireright India,10,1007,petaling,16,human-resources-generalist,70000.0,86000.0,monthly,2024-03-05
8798,74218500,Data System Executive,Whitman Independent Advisors Sdn. Bhd.,10,1007,petaling,17,System-Executive,3000.0,4000.0,monthly,2024-03-05
8800,74191298,ADMIN CUM ACCOUNT ASSISTANT,Pan Engineering Sdn. Bhd.,10,1007,petaling,00,accounts-and-admin-assistant,2500.0,2800.0,monthly,2024-03-04
8801,74196782,Investment Analyst,Novel Leap Sdn. Bhd.,14,,kuala lumpur,03,investment-analyst,3500.0,4500.0,monthly,2024-03-04
8802,74248808,Purchasing cum Admin,Hallmark Porcelain Sdn. Bhd.,10,10,klang district,20,purchasing-role,2000.0,2500.0,monthly,2024-03-06
8803,74260649,Sales Executive (Fresh grads are welcomed to apply),Xox Technology Berhad,10,1007,petaling,25,sales-executive,3000.0,4000.0,monthly,2024-03-07
8805,74262919,Head of Account Receivable,Resintech Plastics (M) Sdn. Bhd.,10,,selangor,00,Head-of-Accounts-Receivable,3500.0,5000.0,monthly,2024-03-07
8806,74253295,As-Sidq - Product & Commercial Executive/Senior Executive,Sedania As Salam Capital Sdn. Bhd.,10,1007,petaling,03,commercial-executive,3500.0,4500.0,monthly,2024-03-06
8807,74212166,TA Coordinator,Hims Integrated Sdn. Bhd.,01,0104,kota tinggi district,11,coordinator,10000.0,13000.0,monthly,2024-03-06
8808,74229026,Chief Operating Officer (COO),Private Advertiser,10,,selangor,04,chief-operating-officer,20000.0,30000.0,monthly,2024-03-05
8809,74227595,Assistant Construction Manager,China Communications Construction (Ecrl) Sdn. Bhd.,03,0304,kota bharu district,07,construction-manager,8000.0,11200.0,monthly,2024-03-05
8811,74247134,Accounts Senior Executive,Kino Biotech (M) Sdn. Bhd.,,,others,00,account-executive,3500.0,5000.0,monthly,2024-03-06
8813,74201794,Admin Executive,Camel Battery Technology Sdn. Bhd.,14,,kuala lumpur,01,administrative-executive,2300.0,2800.0,monthly,2024-03-04
8814,74249379,Site Engineer (Highrise Building),Excel Glamour Housing Sdn. Bhd.,10,10,kajang/bangi/serdang,11,site-engineer,3800.0,4500.0,monthly,2024-03-06
8817,74265606,Assistant Company Secretary,Management Services Associates Sdn. Bhd.,14,,kuala lumpur,01,assistant-secretary,2500.0,3500.0,monthly,2024-03-07
8818,74250960,Quality Assurance Engineer,Endless Trading Sdn. Bhd.,14,,kuala lumpur,17,quality-assurance-engineer,5000.0,7500.0,monthly,2024-03-06
8819,74235617,Operation Executive,Ataso Support & Consulting Sdn. Bhd.,10,1007,petaling,01,operations-executive,4000.0,5000.0,monthly,2024-03-06
8821,74261498,Administration (Personal Assistant),Sin Hock Soon Group,06,0602,seberang perai,01,personal-assistant,2500.0,3000.0,monthly,2024-03-07
8822,74246979,Medical Product Specialist - Primary Care Market (Central),Sains Medika Sdn. Bhd.,14,,kuala lumpur,25,product-specialist,4000.0,5000.0,monthly,2024-03-06
8824,74261932,Internal Auditor,Dancom Group,10,1007,petaling,00,internal-auditor,3800.0,4000.0,monthly,2024-03-07
8826,74313217,Relationship Manager - SME,Agensi Pekerjaan Hays (Malaysia) Sdn. Bhd.,10,,selangor,03,Small-Medium-Entreprise-Relationship-Manager,,11000.0,monthly,2024-03-08
8829,74210574,Network Executive,J&T Cargo,14,,kuala lumpur,20,Executive,2500.0,3750.0,monthly,2024-03-05
8830,74254238,Account Assistant,Richard Khoo & Co [Nf1579],07,,penang island,00,account-assistant,2600.0,3300.0,monthly,2024-03-06
8832,74238686,Internship in Accounting,Centerfield Business Solutions Sdn. Bhd.,14,,kuala lumpur,00,accounting,,1000.0,monthly,2024-03-06
8836,74249730,Account Executive,Agensi Pekerjaan Upright Talent Sdn. Bhd.,01,,johor bahru district,00,account-executive,4000.0,6000.0,monthly,2024-03-06
8838,74247992,General Manager,Ambition Group Malaysia Sdn. Bhd.,13,,sarawak,11,general-manager,,20000.0,monthly,2024-03-06
8839,74323216,DevOps (Principal Developer),Triiio Vertex Sdn. Bhd.,14,,kuala lumpur,17,devops-developer,17000.0,25000.0,monthly,2024-03-08
8840,74274569,B2B Senior Product Manager,Advance.Ai,14,,kuala lumpur,17,product-manager,10000.0,15000.0,monthly,2024-03-07
8841,74315181,Project Manager,Adept Construction & Engineering Sdn. Bhd.,08,0809,"larut, matang and selama district",07,project-manager,12000.0,16800.0,monthly,2024-03-08
8842,74192672,HR/Admin Executive,Flyproject,14,14,bukit kiara,16,Human-Resources-and-Administration-Executive,3300.0,3800.0,monthly,2024-03-04
8845,74279662,Software Engineer (Java),Infinitium Group Of Companies,10,1007,petaling,17,java-software-engineer,4000.0,6000.0,monthly,2024-03-07
8848,74229907,Compliance Officer,Akru Now Sdn. Bhd.,14,,kuala lumpur,03,compliance-officer,6000.0,8000.0,monthly,2024-03-05
8849,74220213,Project Engineer,Tmk Chemical Banting Sdn. Bhd.,10,,selangor,11,project-engineer,4000.0,6000.0,monthly,2024-03-05
8850,74247922,"Executive, Corporate Communication/Data Analyst (ID : 602194)",Agensi Pekerjaan Persolkelly Malaysia Sdn. Bhd.,14,,kuala lumpur,03,corporate-communications-executive,2600.0,3500.0,monthly,2024-03-06
8852,74266153,Senior Finance Manager,Private Advertiser,14,,kuala lumpur,00,finance-manager,15000.0,20000.0,monthly,2024-03-07
8853,74238753,Admin Clerk,Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,10,1007,petaling,01,administration-clerk,2900.0,3000.0,monthly,2024-03-06
8854,74209756,Supply Chain / Procurement Executive,Hi-Beau (Malaysia) Sdn. Bhd.,01,,johor bahru district,20,procurement-executive,3000.0,4000.0,monthly,2024-03-05
8855,74211711,Admin Executive,J&T Cargo,14,14,kl eco city,01,administrative-executive,2500.0,3750.0,monthly,2024-03-05
8859,74192807,Admin Assistant,Nova Modernity Sdn. Bhd.,14,,kuala lumpur,01,administration-officer,2500.0,3200.0,monthly,2024-03-04
8861,74239608,Intern - IT Service Delivery Management,Generali Insurance Malaysia Berhad,14,,kuala lumpur,17,,800.0,900.0,monthly,2024-03-06
8863,74231370,Industrial/LEAN Engineer,Afn Sports Equipment Sdn. Bhd.,10,10,klang district,11,engineer,4000.0,4200.0,monthly,2024-03-05
8865,74238272,Software Engineer,Allied Solutions Global Sdn. Bhd.,14,,kuala lumpur,17,software-engineer,4300.0,6000.0,monthly,2024-03-06
8866,74311292,Senior / Accounts Executive (Construction Industry) (KL) (ID: 598084),Agensi Pekerjaan Persolkelly Malaysia Sdn. Bhd.,14,,kuala lumpur,00,accounts-executive,4000.0,5500.0,monthly,2024-03-08
8868,74251387,ACCOUNT EXECUTIVE,Fasons Holdings Sdn. Bhd.,07,,penang island,00,account-executive,2200.0,3000.0,monthly,2024-03-06
8869,74251733,ORDER MANAGEMENT COORDINATOR,Weg South East Asia Sdn. Bhd.,10,10,shah alam/subang,20,management-coordinator,3000.0,4500.0,monthly,2024-03-06
8872,74260819,Front End Software Developer,Joey Yap Research International,14,14,mid valley city,17,frontend-developer,4000.0,6000.0,monthly,2024-03-07
8873,74247727,Product Engineer (Electrical and Electronic),V.S Integrated Management Sdn. Bhd.,14,,kuala lumpur,11,electrical-engineer,4500.0,6500.0,monthly,2024-03-06
8875,74238508,Accounts Assistant / Executive,Innoquest Pathology Sdn. Bhd.,10,1007,petaling,00,account-executive,2200.0,3300.0,monthly,2024-03-06
8876,74252209,Integrated Data Centre Engineer,Aperia Cloud Services Pte Ltd,10,10,sepang,17,data-centre-engineer,3000.0,4500.0,monthly,2024-03-06
8877,74196837,Cost Accounting Assistant,Unijoh Sdn. Bhd.,01,,johor bahru district,00,accounting-assistant,2500.0,2800.0,monthly,2024-03-04
8880,74265064,System Engineer / Network Engineer,Zanko Sdn. Bhd.,01,,johor bahru district,17,network-engineer,3200.0,4500.0,monthly,2024-03-07
8883,74264390,Accounts Receivable Executive,Agensi Pekerjaan & Perundingcara Bright Prospect Sdn. Bhd.,10,1007,petaling,00,Accounts-Receivable-Executive,4000.0,5000.0,monthly,2024-03-07
8885,74251973,QA Tester -  Cheras Selatan,Lhs Digital World Sdn.. Bhd.,10,1002,hulu langat,17,quality-assurance-tester,3500.0,5000.0,monthly,2024-03-06
8887,74243524,Civil & Structural Site Engineer,Csp Consultancy (M) Sdn. Bhd.,07,,penang,11,Structural-Site-Engineer,2500.0,3750.0,monthly,2024-03-06
8888,74180650,Intern,Press Metal Bintulu Sdn. Bhd.,10,1007,petaling,01,,1500.0,2000.0,monthly,2024-03-04
8889,74248497,Audit Seniors,Kgnp,10,1007,petaling,00,audit,3500.0,5000.0,monthly,2024-03-06
8890,74224904,CONSTRUCTION PROJECT PLANNER / SCHEDULER / PLANNING ENGINEER,Kide International Sdn. Bhd.,02,0206,kulim district,07,project-planner-scheduler,4000.0,6000.0,monthly,2024-03-05
8891,74231792,Purchasing Executive,Wan Chang Industrial Sdn. Bhd.,10,,selangor,20,purchasing-executive,3000.0,3800.0,monthly,2024-03-05
8892,74229214,Account Cum Admin Assistant,House Of Cards Limited,14,14,desa parkcity,00,accounts-and-admin-assistant,2500.0,3500.0,monthly,2024-03-05
8894,74197587,Account Executive,Vsing Technologies Sdn. Bhd.,10,1007,petaling,00,account-executive,3000.0,4500.0,monthly,2024-03-05
8896,74266436,Bursar Senior Management,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,05,0506,seremban district,00,bursar,8000.0,12000.0,monthly,2024-03-07
8898,74325632,Senior Production Engineer (Up to 6K / Pulai),Agensi Pekerjaan Gmrecruitment Sdn. Bhd.,01,,johor bahru district,11,production-engineer,4000.0,6000.0,monthly,2024-03-08
8899,74251477,Conveyancing Clerk (Junior),Chuah Qian & Partners,10,1007,petaling,01,conveyancing-clerk,2500.0,3000.0,monthly,2024-03-06
8900,74192868,Junior/ Graduate Business Analyst,Footfallcam,10,,selangor,17,business-analyst,3000.0,4500.0,monthly,2024-03-04
8901,74319699,Senior Java Programmer,Rentas Ara Sdn. Bhd.,14,,kuala lumpur,17,java-developer,8000.0,12000.0,monthly,2024-03-08
8902,74227623,"Senior Admin Executive (Based in Msia, For J&T Singapore)",J&T Express (Malaysia) Sdn. Bhd.,01,,johor bahru district,01,administrative-executive,4000.0,4500.0,monthly,2024-03-05
8904,74237671,Senior Admin Executive,Mxm International Sdn. Bhd.,10,1007,petaling,01,administrative-executive,3800.0,4800.0,monthly,2024-03-06
8905,74272915,PA to Sales Director,Private Advertiser,10,,kuala selangor district,01,Personal-Assistant-to-the-Sales-Director,4500.0,6500.0,monthly,2024-03-07
8906,74265133,"Engineer, Process (Assembly)",Private Advertiser,01,,johor bahru district,11,process-engineer,4500.0,6000.0,monthly,2024-03-07
8917,74261026,Mechanical Engineer,R&M Electronics Sdn. Bhd.,07,,penang,11,mechanical-engineer,3500.0,4900.0,monthly,2024-03-07
8919,74266088,Technician,Shizusan Pack System (M) Sdn. Bhd.,10,10,kajang/bangi/serdang,11,technician,2000.0,3000.0,monthly,2024-03-07
